method,p,n,trial,sigma,theta,error,error_max,error_min
PPI_tuned,10,100,5,2.0,-0.1085379037911433,0.010118825881766626,0.03580354813577957,4.928808295569369e-06
Debias_Lasso,10,100,5,2.0,-0.1085379037911433,0.01751698978994985,0.0468193002277406,6.734597722828904e-05
Debias_ElasticNet,10,100,5,2.0,-0.1085379037911433,0.017516989789949852,0.04681930022774062,6.734597722828904e-05
Debias_Ridge,10,100,5,2.0,-0.1085379037911433,0.02600740912697505,0.06905642797440661,0.00027447716496293065
Imputed,10,100,6,2.0,-0.1085379037911433,0.01339808064361996,0.03695973452569874,0.00020280334289577323
Classical,10,100,6,2.0,-0.1085379037911433,0.009717035306075568,0.048117949157211584,7.096570535726289e-06
PPI_lambda1,10,100,6,2.0,-0.1085379037911433,0.048655477907696594,0.1313216997175559,0.008966952516294181
PPI_tuned,10,100,6,2.0,-0.1085379037911433,0.01037874143851936,0.024002111610615464,8.128870172680404e-05
Debias_Lasso,10,100,6,2.0,-0.1085379037911433,0.00973270004679444,0.03528410645282144,7.210855472740619e-05
Debias_ElasticNet,10,100,6,2.0,-0.1085379037911433,0.009247485871027656,0.03499798948769484,6.243319926643548e-06
Debias_Ridge,10,100,6,2.0,-0.1085379037911433,0.0379476629674084,0.099164025529025,0.004100064257759274
Imputed,10,100,7,2.0,-0.1085379037911433,0.021661046549046,0.05537823052475109,0.0014483553019321782
Classical,10,100,7,2.0,-0.1085379037911433,0.0073483637491912526,0.014225152714922515,0.0016581391780311856
PPI_lambda1,10,100,7,2.0,-0.1085379037911433,0.09093848177941176,0.33679673603483407,0.0006494401021498229
PPI_tuned,10,100,7,2.0,-0.1085379037911433,0.009502975833793554,0.02475375184160838,0.0001848570682802625
Debias_Lasso,10,100,7,2.0,-0.1085379037911433,0.035997175323696486,0.1187484365895579,0.0011227345554267719
Debias_ElasticNet,10,100,7,2.0,-0.1085379037911433,0.03387897268563498,0.08471453019990682,0.0011264149567014954
Debias_Ridge,10,100,7,2.0,-0.1085379037911433,0.07874223226494084,0.2705954822199849,0.0011512371721300858
Imputed,10,100,8,2.0,-0.1085379037911433,0.01948667888552728,0.06885084926989585,0.0003853964946679425
Classical,10,100,8,2.0,-0.1085379037911433,0.007843898891721157,0.025967593463291767,0.0006539566544561793
PPI_lambda1,10,100,8,2.0,-0.1085379037911433,0.08596438648261621,0.39376184205969966,0.003685752058851893
PPI_tuned,10,100,8,2.0,-0.1085379037911433,0.008744966552397034,0.026953920828050967,0.00017074217465976483
Debias_Lasso,10,100,8,2.0,-0.1085379037911433,0.025694330334580916,0.06916124103240645,0.001358708978286531
Debias_ElasticNet,10,100,8,2.0,-0.1085379037911433,0.023432401683849108,0.06918226895017926,0.0013657711003734992
Debias_Ridge,10,100,8,2.0,-0.1085379037911433,0.06897644382578384,0.3179901729143335,0.0011030029910543038
Imputed,10,100,9,2.0,-0.1085379037911433,0.013576049884176758,0.04552398244947435,0.0005626494721136011
Classical,10,100,9,2.0,-0.1085379037911433,0.010913065425656341,0.032759395222142385,6.35487294052e-05
PPI_lambda1,10,100,9,2.0,-0.1085379037911433,0.11168576500083735,0.46977723321174236,0.0021517655129476817
PPI_tuned,10,100,9,2.0,-0.1085379037911433,0.019099244668122028,0.08243544689193266,0.000686796111778956
Debias_Lasso,10,100,9,2.0,-0.1085379037911433,0.03996673357909519,0.23169841313734105,0.0011720727886062282
Debias_ElasticNet,10,100,9,2.0,-0.1085379037911433,0.04151601305292565,0.22044393284221134,3.009075435834881e-05
Debias_Ridge,10,100,9,2.0,-0.1085379037911433,0.08878219025508918,0.35257337662903554,0.00040746169776825834
Imputed,10,100,10,2.0,-0.1085379037911433,0.020992681529852435,0.08157677064213087,0.00019399919061716762
Classical,10,100,10,2.0,-0.1085379037911433,0.009498653785624743,0.02831153590146064,0.00012784722764463881
PPI_lambda1,10,100,10,2.0,-0.1085379037911433,0.05003501696532329,0.17329813055310964,0.000344838462623896
PPI_tuned,10,100,10,2.0,-0.1085379037911433,0.008534860402222722,0.017935549361511097,2.7796335114995728e-08
Debias_Lasso,10,100,10,2.0,-0.1085379037911433,0.021689843608998033,0.07968249283141503,2.63961607910037e-05
Debias_ElasticNet,10,100,10,2.0,-0.1085379037911433,0.021689843608998033,0.07968249283141506,2.63961607910037e-05
Debias_Ridge,10,100,10,2.0,-0.1085379037911433,0.0396330998185956,0.13571695839146572,0.0007196282680759568
Imputed,10,100,11,2.0,-0.1085379037911433,0.02107697070243001,0.0586432653033421,0.0017796345822111443
Classical,10,100,11,2.0,-0.1085379037911433,0.013233392627893904,0.11624990219898125,0.000112126593222546
PPI_lambda1,10,100,11,2.0,-0.1085379037911433,0.05282349864759587,0.1574643617907373,0.00023396644618433896
PPI_tuned,10,100,11,2.0,-0.1085379037911433,0.01490813276116994,0.10989600477612513,2.0636223671138994e-05
Debias_Lasso,10,100,11,2.0,-0.1085379037911433,0.0210209163876706,0.05955503204166404,0.001646156118048678
Debias_ElasticNet,10,100,11,2.0,-0.1085379037911433,0.0210209163876706,0.05955503204166404,0.001646156118048678
Debias_Ridge,10,100,11,2.0,-0.1085379037911433,0.04881098652898785,0.14859202987791092,0.002802030570815057
Imputed,10,100,12,2.0,-0.1085379037911433,0.01333599853998054,0.031327392402178265,0.0001211236293468302
Classical,10,100,12,2.0,-0.1085379037911433,0.015011943746110956,0.04783226278711071,0.0002662985968797071
PPI_lambda1,10,100,12,2.0,-0.1085379037911433,0.05910990125173223,0.2164813534369709,0.0016503593445656255
PPI_tuned,10,100,12,2.0,-0.1085379037911433,0.013200515985774337,0.03325130309274146,0.0017565293408333485
Debias_Lasso,10,100,12,2.0,-0.1085379037911433,0.013353439244164562,0.030682546207080216,0.00018893469444302983
Debias_ElasticNet,10,100,12,2.0,-0.1085379037911433,0.013353439244164562,0.030682546207080216,0.00018893469444302983
Debias_Ridge,10,100,12,2.0,-0.1085379037911433,0.04655055661502665,0.17979278871546775,0.0018656128410348028
Imputed,10,100,13,2.0,-0.1085379037911433,0.02159426741730312,0.10488275662306736,5.963108375984254e-06
Classical,10,100,13,2.0,-0.1085379037911433,0.013214306549838245,0.03141959884773653,0.00014640496008197704
PPI_lambda1,10,100,13,2.0,-0.1085379037911433,0.1006176679543462,0.29186285569541154,3.175630177273183e-08
PPI_tuned,10,100,13,2.0,-0.1085379037911433,0.02529882981887998,0.07540017659148034,0.00014573589722545577
Debias_Lasso,10,100,13,2.0,-0.1085379037911433,0.06986452750231605,0.20678002461160402,0.0001411486367947306
Debias_ElasticNet,10,100,13,2.0,-0.1085379037911433,0.06507278329549351,0.18656035512311261,0.00020443955504548472
Debias_Ridge,10,100,13,2.0,-0.1085379037911433,0.08188224432139177,0.22433158834093536,0.0035685054292397783
Imputed,10,100,14,2.0,-0.1085379037911433,0.023658848659675758,0.052458869481987344,0.00046109640401610695
Classical,10,100,14,2.0,-0.1085379037911433,0.006665368004941631,0.028612750636218685,3.1040670993206298e-06
PPI_lambda1,10,100,14,2.0,-0.1085379037911433,0.08942717433173476,0.36307191793900223,0.0003696903217843762
PPI_tuned,10,100,14,2.0,-0.1085379037911433,0.0030708845978951954,0.009749925815204405,8.144075839067427e-05
Debias_Lasso,10,100,14,2.0,-0.1085379037911433,0.022716708327170133,0.053761229186765624,8.967588003091604e-08
Debias_ElasticNet,10,100,14,2.0,-0.1085379037911433,0.022716708327170133,0.053761229186765624,8.967588003091604e-08
Debias_Ridge,10,100,14,2.0,-0.1085379037911433,0.0674547073295404,0.2562378802692962,0.0001206464981607986
Imputed,10,100,15,2.0,-0.1085379037911433,0.027090736319086556,0.13558236786899203,0.0029396688822664286
Classical,10,100,15,2.0,-0.1085379037911433,0.0042846963798691,0.010412147936852884,0.00024234746984592884
PPI_lambda1,10,100,15,2.0,-0.1085379037911433,0.13864704812183767,0.8665397534361406,7.939196249122871e-05
PPI_tuned,10,100,15,2.0,-0.1085379037911433,0.01435772392626245,0.08848163471437105,3.0556740857722286e-06
Debias_Lasso,10,100,15,2.0,-0.1085379037911433,0.028215423591455752,0.14516751860986263,0.003669859687388371
Debias_ElasticNet,10,100,15,2.0,-0.1085379037911433,0.028215423591455752,0.14516751860986263,0.003669859687388371
Debias_Ridge,10,100,15,2.0,-0.1085379037911433,0.1312908143298826,0.875521892790758,0.0009188471638951832
Imputed,10,100,16,2.0,-0.1085379037911433,0.01794664167206022,0.07621535422141,0.0019252641936676796
Classical,10,100,16,2.0,-0.1085379037911433,0.01128973646538536,0.035837621834976886,0.00013741617041528961
PPI_lambda1,10,100,16,2.0,-0.1085379037911433,0.08408241278170811,0.40910402033636273,1.1458223107724147e-05
PPI_tuned,10,100,16,2.0,-0.1085379037911433,0.01704984416529661,0.040876667009412365,0.0017212238676766994
Debias_Lasso,10,100,16,2.0,-0.1085379037911433,0.024579168442148497,0.08527420173263735,0.0005432567261493441
Debias_ElasticNet,10,100,16,2.0,-0.1085379037911433,0.023786374689508595,0.07777503222010035,0.0005489483141770793
Debias_Ridge,10,100,16,2.0,-0.1085379037911433,0.07156532389891099,0.4529719158252461,0.0008327586253164297
Imputed,10,100,17,2.0,-0.1085379037911433,0.018471158445997737,0.04835185830548013,3.891410892506776e-05
Classical,10,100,17,2.0,-0.1085379037911433,0.008490778515946835,0.03137907168535434,0.00013927438660441634
PPI_lambda1,10,100,17,2.0,-0.1085379037911433,0.03478996106075903,0.15651200703939303,1.390873803352969e-05
PPI_tuned,10,100,17,2.0,-0.1085379037911433,0.009023704554438955,0.03485482990220746,5.946491812727481e-05
Debias_Lasso,10,100,17,2.0,-0.1085379037911433,0.017479325271340954,0.04881238278117289,0.000817537028192545
Debias_ElasticNet,10,100,17,2.0,-0.1085379037911433,0.017479325271340954,0.04881238278117289,0.000817537028192545
Debias_Ridge,10,100,17,2.0,-0.1085379037911433,0.029628948858734072,0.095633296402028,5.467804536752751e-05
Imputed,10,100,18,2.0,-0.1085379037911433,0.022753382325317557,0.07694705562226635,8.336846190879603e-05
Classical,10,100,18,2.0,-0.1085379037911433,0.0076295437450476355,0.023521029507211168,0.0003885765303739489
PPI_lambda1,10,100,18,2.0,-0.1085379037911433,0.04161916109172786,0.21992091351524923,6.744751930047759e-05
PPI_tuned,10,100,18,2.0,-0.1085379037911433,0.007819519943425902,0.02060357673833764,8.994475158405005e-05
Debias_Lasso,10,100,18,2.0,-0.1085379037911433,0.025611569997938854,0.08315454338682199,0.00031969942826124727
Debias_ElasticNet,10,100,18,2.0,-0.1085379037911433,0.025611569997938854,0.08315454338682199,0.00031969942826124727
Debias_Ridge,10,100,18,2.0,-0.1085379037911433,0.03971631293960263,0.1794829671967011,0.0014306838704302657
Imputed,10,100,19,2.0,-0.1085379037911433,0.022237544361893895,0.060160852823683254,0.00010033486457741626
Classical,10,100,19,2.0,-0.1085379037911433,0.009251198664626125,0.05041259138796241,1.2900794791947284e-06
PPI_lambda1,10,100,19,2.0,-0.1085379037911433,0.050985526807935964,0.13697008853698653,0.00039918675636383864
PPI_tuned,10,100,19,2.0,-0.1085379037911433,0.0036956808278267804,0.017409338404536602,0.00023901440545872482
Debias_Lasso,10,100,19,2.0,-0.1085379037911433,0.02257540782714529,0.06419879114399607,2.7654233641671402e-05
Debias_ElasticNet,10,100,19,2.0,-0.1085379037911433,0.02257540782714529,0.06419879114399607,2.7654233641671402e-05
Debias_Ridge,10,100,19,2.0,-0.1085379037911433,0.04078957922883497,0.10022689360143382,0.0008066438627109188
Imputed,10,100,20,2.0,-0.1085379037911433,0.017189930451699597,0.07915510042618745,0.002625033370323223
Classical,10,100,20,2.0,-0.1085379037911433,0.00603006565175145,0.018720273258156127,4.647028709752282e-07
PPI_lambda1,10,100,20,2.0,-0.1085379037911433,0.03350980193745244,0.21384015161378844,0.00016413680531102438
PPI_tuned,10,100,20,2.0,-0.1085379037911433,0.004154043690144423,0.012656060039258066,4.3148780638794804e-05
Debias_Lasso,10,100,20,2.0,-0.1085379037911433,0.016148277385291405,0.07646703907596625,0.001264293397876374
Debias_ElasticNet,10,100,20,2.0,-0.1085379037911433,0.016148277385291405,0.07646703907596625,0.001264293397876374
Debias_Ridge,10,100,20,2.0,-0.1085379037911433,0.02902250886874483,0.19602289256075917,0.0008030800225905146
Imputed,10,100,21,2.0,-0.1085379037911433,0.019784667924354828,0.047941369749136764,9.823505926518248e-05
Classical,10,100,21,2.0,-0.1085379037911433,0.0078120090982878015,0.02987363256899667,0.0010162381607590836
PPI_lambda1,10,100,21,2.0,-0.1085379037911433,0.04177880806449501,0.13418893024771583,9.186132270984162e-06
PPI_tuned,10,100,21,2.0,-0.1085379037911433,0.007275804405675596,0.023949925188458617,0.00031281552731131693
Debias_Lasso,10,100,21,2.0,-0.1085379037911433,0.023299606776232364,0.05023579179731691,0.0012561251890286452
Debias_ElasticNet,10,100,21,2.0,-0.1085379037911433,0.023045860353479542,0.05027791251888119,0.001248665642964288
Debias_Ridge,10,100,21,2.0,-0.1085379037911433,0.03865706734669483,0.12792847190566414,0.0016066467187963885
Imputed,10,100,22,2.0,-0.1085379037911433,0.02597172812095568,0.07298729799971372,9.34896568890903e-05
Classical,10,100,22,2.0,-0.1085379037911433,0.016108830521103533,0.044308833524234266,0.00291510409662855
PPI_lambda1,10,100,22,2.0,-0.1085379037911433,0.07980213305093654,0.15841464305583458,0.009149176446841134
PPI_tuned,10,100,22,2.0,-0.1085379037911433,0.017149419034579567,0.054482509137029955,1.3337407869481619e-06
Debias_Lasso,10,100,22,2.0,-0.1085379037911433,0.02635625120994592,0.07043367931472569,0.00023161076643203767
Debias_ElasticNet,10,100,22,2.0,-0.1085379037911433,0.02635625120994592,0.07043367931472569,0.00023161076643203767
Debias_Ridge,10,100,22,2.0,-0.1085379037911433,0.07379880578108143,0.15704032803992013,0.007590301497103308
Imputed,10,100,23,2.0,-0.1085379037911433,0.021410879287319846,0.058829434726001315,1.0821620126804284e-07
Classical,10,100,23,2.0,-0.1085379037911433,0.005379431627531278,0.026510996412942096,1.8798256858568065e-06
PPI_lambda1,10,100,23,2.0,-0.1085379037911433,0.05522735416085062,0.21111885342173795,0.0006609361882435564
PPI_tuned,10,100,23,2.0,-0.1085379037911433,0.00833254345801835,0.0194819188799996,0.00025337729315355617
Debias_Lasso,10,100,23,2.0,-0.1085379037911433,0.025919767600091615,0.06710535977801889,7.603011900457124e-07
Debias_ElasticNet,10,100,23,2.0,-0.1085379037911433,0.02680549232482648,0.06716518362366324,7.334301282260787e-07
Debias_Ridge,10,100,23,2.0,-0.1085379037911433,0.050794063488520134,0.20058148970958095,0.0022322593994567644
Imputed,10,100,24,2.0,-0.1085379037911433,0.025535959056033442,0.0748295460522688,1.983433719428742e-06
Classical,10,100,24,2.0,-0.1085379037911433,0.006719771518138085,0.015106955693540558,0.0006738286685078116
PPI_lambda1,10,100,24,2.0,-0.1085379037911433,0.08352789310870648,0.4684129878385112,0.0010880513504732188
PPI_tuned,10,100,24,2.0,-0.1085379037911433,0.005653058209130599,0.02448142646701871,0.00029224173642455333
Debias_Lasso,10,100,24,2.0,-0.1085379037911433,0.02562117885770012,0.07642480464406999,3.0418192350612637e-05
Debias_ElasticNet,10,100,24,2.0,-0.1085379037911433,0.02562117885770012,0.07642480464406999,3.0418192350612637e-05
Debias_Ridge,10,100,24,2.0,-0.1085379037911433,0.0704012917340818,0.3731542455483701,0.001475174496060952
Imputed,10,100,25,2.0,-0.1085379037911433,0.02281242629677374,0.06416165378522973,0.0012081954201973008
Classical,10,100,25,2.0,-0.1085379037911433,0.019336459921206132,0.13899040473298807,8.537599381020232e-05
PPI_lambda1,10,100,25,2.0,-0.1085379037911433,0.034538497040241124,0.09775588581544159,2.2819641898155973e-05
PPI_tuned,10,100,25,2.0,-0.1085379037911433,0.012471932464588904,0.0902433112411137,7.85520503089331e-07
Debias_Lasso,10,100,25,2.0,-0.1085379037911433,0.022268034122051028,0.06501083522703997,0.000533849114487021
Debias_ElasticNet,10,100,25,2.0,-0.1085379037911433,0.022268034122051028,0.06501083522703997,0.000533849114487021
Debias_Ridge,10,100,25,2.0,-0.1085379037911433,0.027179482401613962,0.07564840537343444,0.0014220188568243204
Imputed,10,100,26,2.0,-0.1085379037911433,0.02755109466696027,0.08667517054398646,0.0007624706363958817
Classical,10,100,26,2.0,-0.1085379037911433,0.00884410368119379,0.03852150730615931,0.0010229562814034756
PPI_lambda1,10,100,26,2.0,-0.1085379037911433,0.11399639324322008,0.40521232277939667,0.004719086788882679
PPI_tuned,10,100,26,2.0,-0.1085379037911433,0.016504374650676223,0.10422763074775325,5.083819610127026e-07
Debias_Lasso,10,100,26,2.0,-0.1085379037911433,0.03713622825582652,0.09087967569137784,0.0007171900730008023
Debias_ElasticNet,10,100,26,2.0,-0.1085379037911433,0.04031784240299782,0.10272606049596841,0.000744376719389092
Debias_Ridge,10,100,26,2.0,-0.1085379037911433,0.09987320119923486,0.33256461676775106,0.0028903577186057752
Imputed,10,100,27,2.0,-0.1085379037911433,0.012486678961794435,0.06733906191014476,5.674176215414923e-09
Classical,10,100,27,2.0,-0.1085379037911433,0.0049404341176591164,0.018135937859573265,0.00013647295345713278
PPI_lambda1,10,100,27,2.0,-0.1085379037911433,0.09881551100820704,0.3665739177975824,0.00013064629510112455
PPI_tuned,10,100,27,2.0,-0.1085379037911433,0.00864247599022077,0.027680261835551112,0.0001059847545776316
Debias_Lasso,10,100,27,2.0,-0.1085379037911433,0.02485982941920527,0.07082547659401454,5.194151239356355e-07
Debias_ElasticNet,10,100,27,2.0,-0.1085379037911433,0.020196660739137694,0.07072327714450564,1.6900863563457384e-05
Debias_Ridge,10,100,27,2.0,-0.1085379037911433,0.06424167128023081,0.20500554333529664,0.0007061111987562404
Imputed,10,100,28,2.0,-0.1085379037911433,0.023869598459036544,0.05912947447179308,8.634778046643437e-07
Classical,10,100,28,2.0,-0.1085379037911433,0.008786539169745805,0.02970857437927483,0.00013911883666180739
PPI_lambda1,10,100,28,2.0,-0.1085379037911433,0.04804747704983431,0.1262691757360977,0.0016134431295803206
PPI_tuned,10,100,28,2.0,-0.1085379037911433,0.006149132991650046,0.029792262052113137,1.5585957263101175e-05
Debias_Lasso,10,100,28,2.0,-0.1085379037911433,0.02372662258422752,0.059264317617315564,5.311297797538255e-06
Debias_ElasticNet,10,100,28,2.0,-0.1085379037911433,0.02372662258422752,0.059264317617315564,5.311297797538255e-06
Debias_Ridge,10,100,28,2.0,-0.1085379037911433,0.04310156923003332,0.10474849361665574,0.0020075133599889517
Imputed,10,100,29,2.0,-0.1085379037911433,0.031626308338659044,0.15692357825606051,4.997695431706916e-05
Classical,10,100,29,2.0,-0.1085379037911433,0.006557804099027943,0.025978162125593677,0.00027358829316576885
PPI_lambda1,10,100,29,2.0,-0.1085379037911433,0.10134715544471787,0.427817000220342,0.001288677222095283
PPI_tuned,10,100,29,2.0,-0.1085379037911433,0.011730842248285191,0.045284862012354495,0.00010448432202246441
Debias_Lasso,10,100,29,2.0,-0.1085379037911433,0.033095819668830254,0.1516752737117597,0.0002041838626070218
Debias_ElasticNet,10,100,29,2.0,-0.1085379037911433,0.033095819668830254,0.1516752737117597,0.0002041838626070218
