method,p,n,N,trial,sigma,beta,theta,error,error_max,error_min
PPI_lambda1,1400,50,1500,9,0.1,1,-0.012463903,0.973858459,11.29970772,3.78E-07
PPI_tuned,1400,50,1500,9,0.1,1,-0.012463903,0.241351186,1.385453883,1.20E-08
Debias_Lasso,1400,50,1500,9,0.1,1,-0.012463903,1.369900265,39.04333866,9.92E-07
Debias_ElasticNet,1400,50,1500,9,0.1,1,-0.012463903,1.014485275,10.73446793,1.09E-06
Debias_Ridge,1400,50,1500,9,0.1,1,-0.012463903,0.97406868,11.3239575,3.52E-07
Imputed,1400,100,1500,0,0.1,1,-0.012463903,1.444609199,17.42533352,9.47E-07
Classical,1400,100,1500,0,0.1,1,-0.012463903,0.300486507,1.668545905,2.36E-08
PPI_lambda1,1400,100,1500,0,0.1,1,-0.012463903,1.363794964,17.16744675,1.90E-06
PPI_tuned,1400,100,1500,0,0.1,1,-0.012463903,1.363794964,17.16744675,1.90E-06
Debias_Lasso,1400,100,1500,0,0.1,1,-0.012463903,327.213291,4772.704639,0.000327526
Debias_ElasticNet,1400,100,1500,0,0.1,1,-0.012463903,336.4129145,4965.166566,0.00025517
Debias_Ridge,1400,100,1500,0,0.1,1,-0.012463903,252.0590032,3719.527473,0.00014065
Imputed,1400,100,1500,1,0.1,1,-0.012463903,3.546030116,39.19051796,2.82E-06
Classical,1400,100,1500,1,0.1,1,-0.012463903,0.3022827,1.549644022,4.02E-07
PPI_lambda1,1400,100,1500,1,0.1,1,-0.012463903,3.472576042,35.3665242,1.04E-06
PPI_tuned,1400,100,1500,1,0.1,1,-0.012463903,3.472576042,35.3665242,1.04E-06
Debias_Lasso,1400,100,1500,1,0.1,1,-0.012463903,1.605434241,16.16388406,5.55E-08
Debias_ElasticNet,1400,100,1500,1,0.1,1,-0.012463903,2.561286645,26.37352249,1.87E-06
Debias_Ridge,1400,100,1500,1,0.1,1,-0.012463903,1.836591763,20.12549176,4.36E-06
Imputed,1400,100,1500,2,0.1,1,-0.012463903,13.55387415,158.6232283,1.24E-05
Classical,1400,100,1500,2,0.1,1,-0.012463903,0.296889746,1.839984576,1.27E-08
PPI_lambda1,1400,100,1500,2,0.1,1,-0.012463903,13.49627822,160.6375788,1.58E-06
PPI_tuned,1400,100,1500,2,0.1,1,-0.012463903,13.49627822,160.6375788,1.58E-06
Debias_Lasso,1400,100,1500,2,0.1,1,-0.012463903,60.37764232,757.2079697,5.08E-05
Debias_ElasticNet,1400,100,1500,2,0.1,1,-0.012463903,33.7018139,422.3409002,1.18E-05
Debias_Ridge,1400,100,1500,2,0.1,1,-0.012463903,32.9984741,425.2983401,4.53E-05
Imputed,1400,100,1500,3,0.1,1,-0.012463903,9.778227141,172.6948066,3.29E-07
Classical,1400,100,1500,3,0.1,1,-0.012463903,0.301203875,1.582156131,2.31E-07
PPI_lambda1,1400,100,1500,3,0.1,1,-0.012463903,9.690542048,161.8833077,5.63E-07
PPI_tuned,1400,100,1500,3,0.1,1,-0.012463903,9.690542048,161.8833077,5.63E-07
Debias_Lasso,1400,100,1500,3,0.1,1,-0.012463903,36.98872199,680.561078,2.33E-06
Debias_ElasticNet,1400,100,1500,3,0.1,1,-0.012463903,120.6061595,2181.706386,1.65E-05
Debias_Ridge,1400,100,1500,3,0.1,1,-0.012463903,47.25746369,846.4216149,4.31E-05
Imputed,1400,100,1500,4,0.1,1,-0.012463903,3915.945179,39764.38638,0.000566971
Classical,1400,100,1500,4,0.1,1,-0.012463903,0.296121152,1.488856156,2.18E-06
PPI_lambda1,1400,100,1500,4,0.1,1,-0.012463903,3915.997117,39822.48182,0.002244252
PPI_tuned,1400,100,1500,4,0.1,1,-0.012463903,3915.997117,39822.48182,0.002244252
Debias_Lasso,1400,100,1500,4,0.1,1,-0.012463903,9452.2035,94834.00342,0.000203336
Debias_ElasticNet,1400,100,1500,4,0.1,1,-0.012463903,9402.106809,94336.69375,1.14E-05
Debias_Ridge,1400,100,1500,4,0.1,1,-0.012463903,8714.584893,87599.2912,6.45E-07
Imputed,1400,100,1500,5,0.1,1,-0.012463903,2.012677874,23.44823393,4.17E-09
Classical,1400,100,1500,5,0.1,1,-0.012463903,0.291789189,1.584124528,1.02E-06
PPI_lambda1,1400,100,1500,5,0.1,1,-0.012463903,1.96716227,22.64957818,7.33E-06
PPI_tuned,1400,100,1500,5,0.1,1,-0.012463903,1.96716227,22.64957818,7.33E-06
Debias_Lasso,1400,100,1500,5,0.1,1,-0.012463903,2.165324171,33.46794441,3.24E-07
Debias_ElasticNet,1400,100,1500,5,0.1,1,-0.012463903,2.849913477,46.67475241,1.91E-06
Debias_Ridge,1400,100,1500,5,0.1,1,-0.012463903,2.719296585,45.06288391,3.99E-06
Imputed,1400,100,1500,6,0.1,1,-0.012463903,5.902815963,72.35246729,1.39E-07
Classical,1400,100,1500,6,0.1,1,-0.012463903,0.298589134,1.70512828,2.36E-05
PPI_lambda1,1400,100,1500,6,0.1,1,-0.012463903,5.807301944,69.98266581,0.000166525
PPI_tuned,1400,100,1500,6,0.1,1,-0.012463903,5.807301944,69.98266581,0.000166525
Debias_Lasso,1400,100,1500,6,0.1,1,-0.012463903,7.482876686,76.37841201,1.69E-05
Debias_ElasticNet,1400,100,1500,6,0.1,1,-0.012463903,7.482876686,76.37841201,1.69E-05
Debias_Ridge,1400,100,1500,6,0.1,1,-0.012463903,10.54720081,113.2271205,2.90E-05
Imputed,1400,100,1500,7,0.1,1,-0.012463903,7.872124746,106.5391165,2.50E-06
Classical,1400,100,1500,7,0.1,1,-0.012463903,0.299006556,1.680777082,9.30E-07
PPI_lambda1,1400,100,1500,7,0.1,1,-0.012463903,7.825334956,105.4021972,1.58E-06
PPI_tuned,1400,100,1500,7,0.1,1,-0.012463903,7.825334956,105.4021972,1.58E-06
Debias_Lasso,1400,100,1500,7,0.1,1,-0.012463903,13.27865774,190.6163078,7.69E-06
Debias_ElasticNet,1400,100,1500,7,0.1,1,-0.012463903,20.47793791,292.7535105,6.52E-05
Debias_Ridge,1400,100,1500,7,0.1,1,-0.012463903,19.82681245,281.4988629,1.24E-05
Imputed,1400,100,1500,8,0.1,1,-0.012463903,1.981041035,26.83939821,1.27E-08
Classical,1400,100,1500,8,0.1,1,-0.012463903,0.301387735,1.621970527,6.82E-07
PPI_lambda1,1400,100,1500,8,0.1,1,-0.012463903,1.915300986,29.28397047,5.70E-09
PPI_tuned,1400,100,1500,8,0.1,1,-0.012463903,1.915300986,29.28397047,5.70E-09
Debias_Lasso,1400,100,1500,8,0.1,1,-0.012463903,7.118393839,90.10441643,3.95E-06
Debias_ElasticNet,1400,100,1500,8,0.1,1,-0.012463903,12.89162545,178.5083553,3.68E-05
Debias_Ridge,1400,100,1500,8,0.1,1,-0.012463903,9.659762582,127.0804567,1.21E-06
Imputed,1400,100,1500,9,0.1,1,-0.012463903,14.54753943,171.5393522,3.42E-05
Classical,1400,100,1500,9,0.1,1,-0.012463903,0.300451797,1.567695543,1.94E-08
PPI_lambda1,1400,100,1500,9,0.1,1,-0.012463903,14.47887246,168.5423841,3.81E-05
PPI_tuned,1400,100,1500,9,0.1,1,-0.012463903,14.47887246,168.5423841,3.81E-05
Debias_Lasso,1400,100,1500,9,0.1,1,-0.012463903,30.721021,348.2735661,6.29E-07
Debias_ElasticNet,1400,100,1500,9,0.1,1,-0.012463903,30.721021,348.2735661,6.29E-07
Debias_Ridge,1400,100,1500,9,0.1,1,-0.012463903,24.85120578,282.1517525,3.46E-06
Imputed,1400,500,1500,0,0.1,1,-0.012463903,0.777820645,12.30670424,3.92E-06
Classical,1400,500,1500,0,0.1,1,-0.012463903,0.213593656,2.161859018,7.86E-08
PPI_lambda1,1400,500,1500,0,0.1,1,-0.012463903,0.632574503,9.108541644,6.57E-08
PPI_tuned,1400,500,1500,0,0.1,1,-0.012463903,0.246986109,3.174672538,1.29E-07
Debias_Lasso,1400,500,1500,0,0.1,1,-0.012463903,0.693278983,9.265092251,1.25E-08
Debias_ElasticNet,1400,500,1500,0,0.1,1,-0.012463903,0.572591503,7.194471303,1.05E-08
Debias_Ridge,1400,500,1500,0,0.1,1,-0.012463903,0.532327019,7.044494527,5.42E-07
Imputed,1400,500,1500,1,0.1,1,-0.012463903,0.743277514,9.488784896,5.02E-07
Classical,1400,500,1500,1,0.1,1,-0.012463903,0.211554887,1.710320684,1.07E-07
PPI_lambda1,1400,500,1500,1,0.1,1,-0.012463903,0.632768328,6.694331786,4.07E-07
PPI_tuned,1400,500,1500,1,0.1,1,-0.012463903,0.267756761,3.296498789,1.27E-09
Debias_Lasso,1400,500,1500,1,0.1,1,-0.012463903,0.679136324,6.552160808,1.52E-06
Debias_ElasticNet,1400,500,1500,1,0.1,1,-0.012463903,0.569708618,5.544876273,4.81E-07
Debias_Ridge,1400,500,1500,1,0.1,1,-0.012463903,0.540965912,5.199955293,3.79E-06
Imputed,1400,500,1500,2,0.1,1,-0.012463903,0.774002485,9.016281936,1.44E-08
Classical,1400,500,1500,2,0.1,1,-0.012463903,0.205904869,1.777019344,2.94E-08
PPI_lambda1,1400,500,1500,2,0.1,1,-0.012463903,0.636509278,8.122290636,3.04E-06
PPI_tuned,1400,500,1500,2,0.1,1,-0.012463903,0.24380337,3.050572569,1.29E-09
Debias_Lasso,1400,500,1500,2,0.1,1,-0.012463903,0.698747522,11.95250197,2.00E-08
Debias_ElasticNet,1400,500,1500,2,0.1,1,-0.012463903,0.598517104,7.607975765,7.19E-11
Debias_Ridge,1400,500,1500,2,0.1,1,-0.012463903,0.558279559,6.907103569,2.15E-07
Imputed,1400,500,1500,3,0.1,1,-0.012463903,0.767017582,8.441821785,2.13E-07
Classical,1400,500,1500,3,0.1,1,-0.012463903,0.202323089,1.534412235,1.44E-07
PPI_lambda1,1400,500,1500,3,0.1,1,-0.012463903,0.652280781,7.641736039,1.62E-07
PPI_tuned,1400,500,1500,3,0.1,1,-0.012463903,0.258750707,2.906361816,7.85E-08
Debias_Lasso,1400,500,1500,3,0.1,1,-0.012463903,0.729394276,10.49975088,6.33E-08
Debias_ElasticNet,1400,500,1500,3,0.1,1,-0.012463903,0.620452198,8.100861845,1.75E-07
Debias_Ridge,1400,500,1500,3,0.1,1,-0.012463903,0.553316637,5.408099618,4.67E-07
Imputed,1400,500,1500,4,0.1,1,-0.012463903,0.787355386,7.097805849,2.88E-11
Classical,1400,500,1500,4,0.1,1,-0.012463903,0.202664913,1.677184118,2.05E-07
PPI_lambda1,1400,500,1500,4,0.1,1,-0.012463903,0.660392275,6.415580629,4.29E-06
PPI_tuned,1400,500,1500,4,0.1,1,-0.012463903,0.257981714,3.138424371,4.20E-07
Debias_Lasso,1400,500,1500,4,0.1,1,-0.012463903,0.704311064,6.969617313,2.98E-07
Debias_ElasticNet,1400,500,1500,4,0.1,1,-0.012463903,0.611449215,7.171821452,6.33E-09
Debias_Ridge,1400,500,1500,4,0.1,1,-0.012463903,0.556053783,5.961314178,5.62E-07
Imputed,1400,500,1500,5,0.1,1,-0.012463903,0.786965545,8.207086636,1.72E-08
Classical,1400,500,1500,5,0.1,1,-0.012463903,0.203201113,2.372058397,1.36E-09
PPI_lambda1,1400,500,1500,5,0.1,1,-0.012463903,0.646912718,9.465380138,7.36E-07
PPI_tuned,1400,500,1500,5,0.1,1,-0.012463903,0.260075434,2.971403321,1.02E-08
Debias_Lasso,1400,500,1500,5,0.1,1,-0.012463903,0.716206444,7.744202513,2.14E-08
Debias_ElasticNet,1400,500,1500,5,0.1,1,-0.012463903,0.58835087,6.722891713,2.02E-07
Debias_Ridge,1400,500,1500,5,0.1,1,-0.012463903,0.554539444,8.720660039,5.21E-08
Imputed,1400,500,1500,6,0.1,1,-0.012463903,0.748810691,6.628272686,6.52E-09
Classical,1400,500,1500,6,0.1,1,-0.012463903,0.201908943,1.817842188,1.56E-07
PPI_lambda1,1400,500,1500,6,0.1,1,-0.012463903,0.628973228,5.444561844,1.36E-07
PPI_tuned,1400,500,1500,6,0.1,1,-0.012463903,0.248260155,2.841852947,5.28E-08
Debias_Lasso,1400,500,1500,6,0.1,1,-0.012463903,0.68976278,7.963340293,6.10E-07
Debias_ElasticNet,1400,500,1500,6,0.1,1,-0.012463903,0.559532825,4.748837943,2.72E-06
Debias_Ridge,1400,500,1500,6,0.1,1,-0.012463903,0.524619079,4.005475003,4.93E-08
Imputed,1400,500,1500,7,0.1,1,-0.012463903,0.75955665,6.791730339,1.88E-06
Classical,1400,500,1500,7,0.1,1,-0.012463903,0.194521947,1.582959365,9.22E-08
PPI_lambda1,1400,500,1500,7,0.1,1,-0.012463903,0.628591321,6.005977839,1.36E-05
PPI_tuned,1400,500,1500,7,0.1,1,-0.012463903,0.245319284,2.461639177,3.15E-08
Debias_Lasso,1400,500,1500,7,0.1,1,-0.012463903,0.658667083,6.774135039,3.26E-08
Debias_ElasticNet,1400,500,1500,7,0.1,1,-0.012463903,0.562761905,6.440012332,1.54E-06
Debias_Ridge,1400,500,1500,7,0.1,1,-0.012463903,0.530131797,7.730874676,1.93E-08
Imputed,1400,500,1500,8,0.1,1,-0.012463903,0.747203536,13.5959167,1.88E-08
Classical,1400,500,1500,8,0.1,1,-0.012463903,0.214804058,1.93441391,1.31E-08
PPI_lambda1,1400,500,1500,8,0.1,1,-0.012463903,0.63172524,10.79879426,1.86E-07
PPI_tuned,1400,500,1500,8,0.1,1,-0.012463903,0.244205952,4.280895478,1.51E-07
Debias_Lasso,1400,500,1500,8,0.1,1,-0.012463903,0.741624513,14.2730142,3.64E-06
Debias_ElasticNet,1400,500,1500,8,0.1,1,-0.012463903,0.595124222,8.114516244,4.58E-07
Debias_Ridge,1400,500,1500,8,0.1,1,-0.012463903,0.557369129,8.146382517,7.93E-07
Imputed,1400,500,1500,9,0.1,1,-0.012463903,0.7788569,9.56368627,2.78E-07
Classical,1400,500,1500,9,0.1,1,-0.012463903,0.209470524,1.947049714,2.64E-08
PPI_lambda1,1400,500,1500,9,0.1,1,-0.012463903,0.614226796,9.454108155,3.94E-08
PPI_tuned,1400,500,1500,9,0.1,1,-0.012463903,0.220697767,3.005710059,1.24E-07
Debias_Lasso,1400,500,1500,9,0.1,1,-0.012463903,0.776632609,10.20766871,4.94E-05
Debias_ElasticNet,1400,500,1500,9,0.1,1,-0.012463903,0.576676507,7.562306966,2.62E-08
Debias_Ridge,1400,500,1500,9,0.1,1,-0.012463903,0.529442922,7.198141564,5.66E-07
Imputed,1450,50,1500,0,0.1,1,-0.033513389,1.344011285,16.79428661,1.45E-06
Classical,1450,50,1500,0,0.1,1,-0.033513389,0.336174087,1.393982746,4.72E-06
PPI_lambda1,1450,50,1500,0,0.1,1,-0.033513389,1.299963956,17.62711514,2.64E-07
PPI_tuned,1450,50,1500,0,0.1,1,-0.033513389,1.299963956,17.62711514,2.64E-07
Debias_Lasso,1450,50,1500,0,0.1,1,-0.033513389,37.52421242,428.1940054,2.04E-07
Debias_ElasticNet,1450,50,1500,0,0.1,1,-0.033513389,29.15572688,347.3132886,1.69E-05
Debias_Ridge,1450,50,1500,0,0.1,1,-0.033513389,37.97684808,444.9297525,5.53E-06
Imputed,1450,50,1500,1,0.1,1,-0.033513389,27.43669592,408.4267758,0.000289975
Classical,1450,50,1500,1,0.1,1,-0.033513389,0.331655485,2.05897083,1.40E-08
PPI_lambda1,1450,50,1500,1,0.1,1,-0.033513389,27.27276272,395.1633326,1.13E-05
PPI_tuned,1450,50,1500,1,0.1,1,-0.033513389,27.27276272,395.1633326,1.13E-05
Debias_Lasso,1450,50,1500,1,0.1,1,-0.033513389,43.5503077,1037.403064,3.55E-05
Debias_ElasticNet,1450,50,1500,1,0.1,1,-0.033513389,39.47722035,653.6875636,2.20E-05
Debias_Ridge,1450,50,1500,1,0.1,1,-0.033513389,64.27631666,1004.692979,0.000304889
Imputed,1450,50,1500,2,0.1,1,-0.033513389,5.504068039,85.44472417,2.70E-07
Classical,1450,50,1500,2,0.1,1,-0.033513389,0.333208213,1.271009687,2.01E-08
PPI_lambda1,1450,50,1500,2,0.1,1,-0.033513389,5.476667299,83.22985311,1.42E-05
PPI_tuned,1450,50,1500,2,0.1,1,-0.033513389,5.476667299,83.22985311,1.42E-05
Debias_Lasso,1450,50,1500,2,0.1,1,-0.033513389,6.674033655,107.1586565,1.39E-05
Debias_ElasticNet,1450,50,1500,2,0.1,1,-0.033513389,12.27318766,210.8154722,1.98E-05
Debias_Ridge,1450,50,1500,2,0.1,1,-0.033513389,11.52253831,194.3933399,1.82E-07
Imputed,1450,50,1500,3,0.1,1,-0.033513389,12.64841576,143.0100525,1.24E-06
Classical,1450,50,1500,3,0.1,1,-0.033513389,0.333749908,1.359585025,5.45E-08
PPI_lambda1,1450,50,1500,3,0.1,1,-0.033513389,12.57225282,142.9298788,2.94E-05
PPI_tuned,1450,50,1500,3,0.1,1,-0.033513389,12.57225282,142.9298788,2.94E-05
Debias_Lasso,1450,50,1500,3,0.1,1,-0.033513389,23.22349559,235.5891165,4.00E-05
Debias_ElasticNet,1450,50,1500,3,0.1,1,-0.033513389,23.22349559,235.5891165,4.00E-05
Debias_Ridge,1450,50,1500,3,0.1,1,-0.033513389,12.60621549,143.2587748,6.28E-07
Imputed,1450,50,1500,4,0.1,1,-0.033513389,2.401920613,24.60207512,3.02E-09
Classical,1450,50,1500,4,0.1,1,-0.033513389,0.330254821,1.523406859,1.33E-09
PPI_lambda1,1450,50,1500,4,0.1,1,-0.033513389,2.370814918,25.55094379,1.11E-06
PPI_tuned,1450,50,1500,4,0.1,1,-0.033513389,2.370814918,25.55094379,1.11E-06
Debias_Lasso,1450,50,1500,4,0.1,1,-0.033513389,169.9405402,1818.530409,1.02E-05
Debias_ElasticNet,1450,50,1500,4,0.1,1,-0.033513389,187.2974806,2017.262105,0.000514007
Debias_Ridge,1450,50,1500,4,0.1,1,-0.033513389,178.3462976,1933.854212,2.95E-05
Imputed,1450,50,1500,5,0.1,1,-0.033513389,1.379128301,13.54385845,1.76E-06
Classical,1450,50,1500,5,0.1,1,-0.033513389,0.332165306,1.373799364,2.73E-07
PPI_lambda1,1450,50,1500,5,0.1,1,-0.033513389,1.325221154,12.42949922,3.02E-10
PPI_tuned,1450,50,1500,5,0.1,1,-0.033513389,1.325221154,12.42949922,3.02E-10
Debias_Lasso,1450,50,1500,5,0.1,1,-0.033513389,1.339691659,12.02051606,6.30E-08
Debias_ElasticNet,1450,50,1500,5,0.1,1,-0.033513389,1.339691659,12.02051606,6.30E-08
Debias_Ridge,1450,50,1500,5,0.1,1,-0.033513389,3.146558623,53.17338885,1.04E-05
Imputed,1450,50,1500,6,0.1,1,-0.033513389,15.61076129,214.027205,2.35E-05
Classical,1450,50,1500,6,0.1,1,-0.033513389,0.333218829,1.60648753,1.01E-07
PPI_lambda1,1450,50,1500,6,0.1,1,-0.033513389,15.54391615,215.8419195,2.70E-05
PPI_tuned,1450,50,1500,6,0.1,1,-0.033513389,15.54391615,215.8419195,2.70E-05
Debias_Lasso,1450,50,1500,6,0.1,1,-0.033513389,23.00673064,277.6578774,2.40E-09
Debias_ElasticNet,1450,50,1500,6,0.1,1,-0.033513389,30.1433429,333.4651623,0.000354902
Debias_Ridge,1450,50,1500,6,0.1,1,-0.033513389,28.98399062,323.0107837,0.001481306
Imputed,1450,50,1500,7,0.1,1,-0.033513389,4.065199191,56.63928859,1.84E-06
Classical,1450,50,1500,7,0.1,1,-0.033513389,0.332791599,1.409246589,2.25E-08
PPI_lambda1,1450,50,1500,7,0.1,1,-0.033513389,4.039379773,53.57847083,2.97E-07
PPI_tuned,1450,50,1500,7,0.1,1,-0.033513389,4.039379773,53.57847083,2.97E-07
Debias_Lasso,1450,50,1500,7,0.1,1,-0.033513389,129.8673039,1611.77134,2.66E-07
Debias_ElasticNet,1450,50,1500,7,0.1,1,-0.033513389,129.8673039,1611.77134,2.66E-07
Debias_Ridge,1450,50,1500,7,0.1,1,-0.033513389,161.5030373,2027.152921,0.000266799
Imputed,1450,50,1500,8,0.1,1,-0.033513389,1.414759294,21.56860818,1.83E-07
Classical,1450,50,1500,8,0.1,1,-0.033513389,0.334311223,1.337725995,5.41E-07
PPI_lambda1,1450,50,1500,8,0.1,1,-0.033513389,1.363025281,21.80445584,3.72E-08
PPI_tuned,1450,50,1500,8,0.1,1,-0.033513389,1.363025281,21.80445584,3.72E-08
Debias_Lasso,1450,50,1500,8,0.1,1,-0.033513389,4.154625359,46.32751976,5.39E-06
Debias_ElasticNet,1450,50,1500,8,0.1,1,-0.033513389,4.352694161,48.464324,5.60E-07
Debias_Ridge,1450,50,1500,8,0.1,1,-0.033513389,2.378287557,29.02243481,1.37E-05
Imputed,1450,50,1500,9,0.1,1,-0.033513389,4.223893339,50.69048917,6.60E-05
Classical,1450,50,1500,9,0.1,1,-0.033513389,0.331521468,1.586091647,1.71E-07
PPI_lambda1,1450,50,1500,9,0.1,1,-0.033513389,4.213106114,49.35848676,1.68E-07
PPI_tuned,1450,50,1500,9,0.1,1,-0.033513389,4.213106114,49.35848676,1.68E-07
Debias_Lasso,1450,50,1500,9,0.1,1,-0.033513389,46.95289629,501.3674089,2.17E-05
Debias_ElasticNet,1450,50,1500,9,0.1,1,-0.033513389,51.02934893,547.9626035,6.41E-05
Debias_Ridge,1450,50,1500,9,0.1,1,-0.033513389,55.20857621,593.9756953,0.000171879
Imputed,1450,100,1500,0,0.1,1,-0.033513389,1.058525315,13.26955337,2.22E-06
Classical,1450,100,1500,0,0.1,1,-0.033513389,0.321102572,1.662359708,3.97E-07
PPI_lambda1,1450,100,1500,0,0.1,1,-0.033513389,0.973982533,11.22189806,5.51E-09
PPI_tuned,1450,100,1500,0,0.1,1,-0.033513389,0.353632072,4.053676438,5.19E-08
Debias_Lasso,1450,100,1500,0,0.1,1,-0.033513389,1.311552577,14.87364921,1.52E-06
Debias_ElasticNet,1450,100,1500,0,0.1,1,-0.033513389,1.311552577,14.87364921,1.52E-06
Debias_Ridge,1450,100,1500,0,0.1,1,-0.033513389,1.36137885,13.10363649,2.93E-07
Imputed,1450,100,1500,1,0.1,1,-0.033513389,1.058868839,16.05469191,3.06E-09
Classical,1450,100,1500,1,0.1,1,-0.033513389,0.322201159,1.62946467,9.17E-08
PPI_lambda1,1450,100,1500,1,0.1,1,-0.033513389,0.974355835,11.35094536,1.26E-07
PPI_tuned,1450,100,1500,1,0.1,1,-0.033513389,0.775440725,9.332827976,5.48E-06
Debias_Lasso,1450,100,1500,1,0.1,1,-0.033513389,2.117221821,28.13523951,2.54E-06
Debias_ElasticNet,1450,100,1500,1,0.1,1,-0.033513389,1.747086223,22.3395267,6.37E-08
Debias_Ridge,1450,100,1500,1,0.1,1,-0.033513389,1.931099918,27.42246048,2.13E-08
Imputed,1450,100,1500,2,0.1,1,-0.033513389,1.084783482,10.8431787,2.03E-08
Classical,1450,100,1500,2,0.1,1,-0.033513389,0.316963793,1.747196795,3.13E-08
PPI_lambda1,1450,100,1500,2,0.1,1,-0.033513389,1.016388106,10.7969521,5.04E-08
PPI_tuned,1450,100,1500,2,0.1,1,-0.033513389,0.339278697,4.424270004,4.20E-10
Debias_Lasso,1450,100,1500,2,0.1,1,-0.033513389,1.093716969,11.55044333,4.88E-06
Debias_ElasticNet,1450,100,1500,2,0.1,1,-0.033513389,1.063099857,11.28080719,3.31E-08
Debias_Ridge,1450,100,1500,2,0.1,1,-0.033513389,1.024041545,11.78951624,3.97E-09
Imputed,1450,100,1500,3,0.1,1,-0.033513389,1.075252785,13.28143927,7.99E-08
Classical,1450,100,1500,3,0.1,1,-0.033513389,0.322410024,1.806995222,9.70E-07
PPI_lambda1,1450,100,1500,3,0.1,1,-0.033513389,0.997474342,12.25947763,1.15E-07
PPI_tuned,1450,100,1500,3,0.1,1,-0.033513389,0.446208431,6.360768565,2.97E-09
Debias_Lasso,1450,100,1500,3,0.1,1,-0.033513389,1.077875352,13.10598202,2.25E-07
Debias_ElasticNet,1450,100,1500,3,0.1,1,-0.033513389,1.071175912,14.09783064,1.67E-08
Debias_Ridge,1450,100,1500,3,0.1,1,-0.033513389,1.022336676,13.14612424,3.39E-06
Imputed,1450,100,1500,4,0.1,1,-0.033513389,1.090687852,15.74035956,2.04E-07
Classical,1450,100,1500,4,0.1,1,-0.033513389,0.320491548,1.67166437,3.66E-06
PPI_lambda1,1450,100,1500,4,0.1,1,-0.033513389,1.024155806,14.64836725,3.01E-07
PPI_tuned,1450,100,1500,4,0.1,1,-0.033513389,0.632930116,9.889287007,1.16E-07
Debias_Lasso,1450,100,1500,4,0.1,1,-0.033513389,1.186811434,13.17253197,4.54E-09
Debias_ElasticNet,1450,100,1500,4,0.1,1,-0.033513389,1.186811434,13.17253197,4.54E-09
Debias_Ridge,1450,100,1500,4,0.1,1,-0.033513389,1.093842397,13.44455352,1.92E-08
Imputed,1450,100,1500,5,0.1,1,-0.033513389,1.073864792,15.56473133,5.43E-08
Classical,1450,100,1500,5,0.1,1,-0.033513389,0.321594507,1.877965492,1.69E-09
PPI_lambda1,1450,100,1500,5,0.1,1,-0.033513389,0.992705536,14.09463571,5.71E-08
PPI_tuned,1450,100,1500,5,0.1,1,-0.033513389,0.380398832,6.272247559,1.02E-07
Debias_Lasso,1450,100,1500,5,0.1,1,-0.033513389,1.465344765,65.74691992,8.29E-08
Debias_ElasticNet,1450,100,1500,5,0.1,1,-0.033513389,1.161977685,16.59436558,1.37E-06
Debias_Ridge,1450,100,1500,5,0.1,1,-0.033513389,1.076117298,14.70948301,1.18E-05
Imputed,1450,100,1500,6,0.1,1,-0.033513389,1.069883604,14.71656213,1.50E-06
Classical,1450,100,1500,6,0.1,1,-0.033513389,0.326393212,1.548674046,5.24E-08
PPI_lambda1,1450,100,1500,6,0.1,1,-0.033513389,0.992287235,11.43486475,4.98E-07
PPI_tuned,1450,100,1500,6,0.1,1,-0.033513389,0.287836175,3.614367511,3.62E-14
Debias_Lasso,1450,100,1500,6,0.1,1,-0.033513389,1.202818094,15.90354531,1.57E-08
Debias_ElasticNet,1450,100,1500,6,0.1,1,-0.033513389,1.202818094,15.90354531,1.57E-08
Debias_Ridge,1450,100,1500,6,0.1,1,-0.033513389,1.092883674,12.10294393,8.15E-07
Imputed,1450,100,1500,7,0.1,1,-0.033513389,1.090476611,14.6713117,5.62E-07
Classical,1450,100,1500,7,0.1,1,-0.033513389,0.321435696,1.551647764,3.28E-06
PPI_lambda1,1450,100,1500,7,0.1,1,-0.033513389,1.027406465,15.18985812,5.18E-06
PPI_tuned,1450,100,1500,7,0.1,1,-0.033513389,0.278641786,1.572491956,2.11E-10
Debias_Lasso,1450,100,1500,7,0.1,1,-0.033513389,1.092346206,15.05352362,2.84E-08
Debias_ElasticNet,1450,100,1500,7,0.1,1,-0.033513389,1.070776942,13.88282789,8.49E-09
Debias_Ridge,1450,100,1500,7,0.1,1,-0.033513389,1.036136297,14.21030588,3.94E-07
Imputed,1450,100,1500,8,0.1,1,-0.033513389,1.082655643,12.89142632,1.77E-08
Classical,1450,100,1500,8,0.1,1,-0.033513389,0.316352895,1.957813402,1.26E-08
PPI_lambda1,1450,100,1500,8,0.1,1,-0.033513389,1.014719063,14.04628955,2.40E-07
PPI_tuned,1450,100,1500,8,0.1,1,-0.033513389,0.890092234,12.49193506,4.83E-09
Debias_Lasso,1450,100,1500,8,0.1,1,-0.033513389,1.138566338,15.96595064,3.61E-07
Debias_ElasticNet,1450,100,1500,8,0.1,1,-0.033513389,1.08857897,13.6339079,2.18E-06
Debias_Ridge,1450,100,1500,8,0.1,1,-0.033513389,1.212391272,17.87256022,5.09E-07
Imputed,1450,100,1500,9,0.1,1,-0.033513389,1.062134871,13.50566014,1.18E-06
Classical,1450,100,1500,9,0.1,1,-0.033513389,0.325409723,1.715858111,6.43E-09
